birthCity,birthState,birthYear,lat,long
Ada,OK,1982,34.768432,-96.669108
Ada,OK,1982,34.768432,-96.669108
Adel,GA,1992,31.131571,-83.425405
Agoura Hills,CA,1986,34.148942,-118.763930
Akron,OH,1986,41.080456,-81.521429
Alameda,CA,1981,37.741911,-122.259914
Albany,NY,1987,42.665745,-73.798353
Albuquerque,NM,1990,35.105552,-106.647388
Albuquerque,NM,1986,35.105552,-106.647388
Albuquerque,NM,1986,35.105552,-106.647388
Albuquerque,NM,1986,35.105552,-106.647388
Alexander City,AL,1990,,
Alexandria,LA,1983,31.293449,-92.470189
Alexandria,VA,1987,38.820071,-77.084063
Algona,IA,1982,43.073979,-94.229926
Allentown,PA,1983,40.593648,-75.478393
Alpharetta,GA,1984,34.070648,-84.275907
Altamonte Springs,FL,1989,28.661022,-81.394681
Altamonte Springs,FL,1982,28.661022,-81.394681
Amarillo,TX,1988,35.197839,-101.828746
American Fork,UT,1986,40.381540,-111.793481
Amherst,OH,1990,41.405329,-82.231725
Amory,MS,1985,33.981846,-88.482607
Anaconda,MT,1982,,
Anaheim,CA,1987,33.855497,-117.760071
Anaheim,CA,1984,33.855497,-117.760071
Anaheim,CA,1988,33.855497,-117.760071
Anaheim,CA,1992,33.855497,-117.760071
Anaheim,CA,1981,33.855497,-117.760071
Anaheim,CA,1988,33.855497,-117.760071
Anaheim,CA,1986,33.855497,-117.760071
Anaheim,CA,1989,33.855497,-117.760071
Anaheim,CA,1987,33.855497,-117.760071
Anaheim,CA,1987,33.855497,-117.760071
Anchorage,AK,1986,61.174250,-149.284329
Anchorage,AK,1986,61.174250,-149.284329
Anderson,IN,1983,40.089233,-85.695119
Andover,MN,1991,45.252420,-93.337402
Ann Arbor,MI,1988,42.275686,-83.731449
Annapolis,MD,1983,38.972164,-76.505445
Annapolis,MD,1980,38.972164,-76.505445
Antigo,WI,1984,45.141269,-89.155225
Apple Valley,CA,1981,34.533376,-117.210358
Apple Valley,CA,1983,34.533376,-117.210358
Arcadia,CA,1988,34.132689,-118.036347
Arlington,TX,1987,32.700708,-97.124691
Arlington,TX,1987,32.700708,-97.124691
Arlington,TX,1990,32.700708,-97.124691
Arlington,TX,1986,32.700708,-97.124691
Arlington,TX,1985,32.700708,-97.124691
Arlington,TX,1988,32.700708,-97.124691
Artesia,CA,1985,33.867593,-118.080635
Asheville,NC,1987,35.570977,-82.552738
Astoria,OR,1982,46.187368,-123.814971
Athens,GA,1985,,
Athens,GA,1989,,
Athens,GA,1984,,
Atlanta,GA,1990,33.762909,-84.422675
Atlanta,GA,1983,33.762909,-84.422675
Atlanta,GA,1984,33.762909,-84.422675
Atlanta,GA,1986,33.762909,-84.422675
Atlanta,GA,1981,33.762909,-84.422675
Atlanta,GA,1989,33.762909,-84.422675
Atlanta,GA,1989,33.762909,-84.422675
Atlanta,GA,1980,33.762909,-84.422675
Atlanta,GA,1981,33.762909,-84.422675
Atlanta,GA,1986,33.762909,-84.422675
Atlanta,GA,1984,33.762909,-84.422675
Atlanta,GA,1985,33.762909,-84.422675
Atlanta,GA,1984,33.762909,-84.422675
Atlanta,GA,1983,33.762909,-84.422675
Atlanta,GA,1981,33.762909,-84.422675
Atlanta,GA,1988,33.762909,-84.422675
Atlanta,GA,1985,33.762909,-84.422675
Atlanta,TX,1984,33.113238,-94.167610
Auburn,AL,1985,32.607722,-85.489545
Auburn,CA,1984,38.895075,-121.076739
Auburndale,FL,1991,28.100451,-81.791484
Auburndale,WI,1986,44.626751,-90.014292
Augusta,GA,1984,,
Augusta,GA,1985,,
Augusta,GA,1988,,
Augusta,GA,1982,,
Aurora,CO,1992,39.688002,-104.689740
Austin,TX,1980,30.304896,-97.753831
Austin,TX,1983,30.304896,-97.753831
Austin,TX,1985,30.304896,-97.753831
Austin,TX,1986,30.304896,-97.753831
Austin,TX,1987,30.304896,-97.753831
Austin,TX,1985,30.304896,-97.753831
Austin,TX,1982,30.304896,-97.753831
Austin,TX,1982,30.304896,-97.753831
Austin,TX,1990,30.304896,-97.753831
Austin,TX,1982,30.304896,-97.753831
Austin,TX,1982,30.304896,-97.753831
Austin,TX,1983,30.304896,-97.753831
Austin,TX,1989,30.304896,-97.753831
Austin,TX,1985,30.304896,-97.753831
Bakersfield,CA,1980,35.353547,-119.034875
Bakersfield,CA,1981,35.353547,-119.034875
Bakersfield,CA,1987,35.353547,-119.034875
Bakersfield,CA,1987,35.353547,-119.034875
Baltimore,MD,1982,39.300032,-76.610476
Baltimore,MD,1986,39.300032,-76.610476
Baltimore,MD,1984,39.300032,-76.610476
Baltimore,MD,1987,39.300032,-76.610476
Baltimore,MD,1982,39.300032,-76.610476
Bamberg,SC,1992,33.300136,-81.031222
Bamberg,SC,1990,33.300136,-81.031222
Barberton,OH,1983,41.006903,-81.604390
Barstow,CA,1992,34.866788,-117.043006
Baton Rouge,LA,1980,30.448458,-91.125901
Baton Rouge,LA,1993,30.448458,-91.125901
Baton Rouge,LA,1980,30.448458,-91.125901
Baxley,GA,1993,31.764743,-82.351753
Bayonne,NJ,1984,40.662338,-74.110275
Beaumont,TX,1987,30.084913,-94.145310
Beaver,PA,1981,40.693538,-80.307582
Beaver Falls,PA,1984,40.759401,-80.322551
Bedford,TX,1981,32.845838,-97.135076
Bedford,TX,1992,32.845838,-97.135076
Beech Grove,IN,1980,39.715342,-86.086962
Belle Fourche,SD,1982,44.663887,-103.859394
Belleville,IL,1980,38.515068,-89.986228
Belleville,IL,1980,38.515068,-89.986228
Belleville,IL,1982,38.515068,-89.986228
Bellevue,WA,1991,47.597839,-122.156489
Bellevue,WA,1987,47.597839,-122.156489
Bellevue,WA,1982,47.597839,-122.156489
Bellevue,WA,1985,47.597839,-122.156489
Bellevue,WA,1984,47.597839,-122.156489
Bellevue,WA,1983,47.597839,-122.156489
Bellevue,WA,1986,47.597839,-122.156489
Bellflower,CA,1987,33.887821,-118.127250
Bellflower,CA,1982,33.887821,-118.127250
Bellflower,CA,1986,33.887821,-118.127250
Bellingham,WA,1982,48.752620,-122.469657
Bennettsville,SC,1990,34.628218,-79.685958
Berkeley,CA,1988,37.866972,-122.299147
Berkeley,CA,1987,37.866972,-122.299147
Berkeley,CA,1993,37.866972,-122.299147
Berkeley,CA,1987,37.866972,-122.299147
Berkeley,CA,1983,37.866972,-122.299147
Berwick,PA,1986,41.054990,-76.251010
Bethlehem,PA,1985,40.626424,-75.367898
Beverly,MA,1990,42.557088,-70.843066
Biloxi,MS,1993,30.432423,-88.947734
Birmingham,AL,1986,33.527444,-86.799047
Birmingham,AL,1983,33.527444,-86.799047
Birmingham,AL,1986,33.527444,-86.799047
Birmingham,AL,1985,33.527444,-86.799047
Birmingham,AL,1989,33.527444,-86.799047
Birmingham,AL,1987,33.527444,-86.799047
Birmingham,AL,1985,33.527444,-86.799047
Blue Island,IL,1981,41.657570,-87.681126
Boise,ID,1986,43.599335,-116.229817
Boise,ID,1988,43.599335,-116.229817
Boston,MA,1987,42.331960,-71.020173
Boston,MA,1982,42.331960,-71.020173
Boston,MA,1989,42.331960,-71.020173
Boston,MA,1988,42.331960,-71.020173
Boston,MA,1985,42.331960,-71.020173
Boston,MA,1980,42.331960,-71.020173
Bowling Green,KY,1980,36.970919,-86.438462
Bowling Green,KY,1989,36.970919,-86.438462
Bowling Green,KY,1982,36.970919,-86.438462
Boynton Beach,FL,1993,26.528327,-80.080734
Bradenton,FL,1985,27.490921,-82.574862
Bradenton,FL,1991,27.490921,-82.574862
Bradenton,FL,1989,27.490921,-82.574862
Bradenton,FL,1985,27.490921,-82.574862
Brandon,MS,1987,32.278093,-89.990686
Brattleboro,VT,1980,42.858872,-72.562059
Brawley,CA,1983,32.978702,-115.529914
Breese,IL,1990,38.613802,-89.523713
Breese,IL,1986,38.613802,-89.523713
Brenham,TX,1987,30.158160,-96.395616
Brentwood,TN,1991,35.993029,-86.774310
Bristol,CT,1980,41.681578,-72.940749
Bristol,TN,1981,36.558549,-82.217001
Bristol,TN,1988,36.558549,-82.217001
Britton,MI,1985,41.987647,-83.830514
Brockport,NY,1985,43.213297,-77.940824
Bronx,NY,1992,,
Bronx,NY,1986,,
Bronx,NY,1986,,
Brooklyn,NY,1988,,
Brooklyn,NY,1985,,
Browns Summit,NC,1985,,
Brunswick,GA,1984,31.136149,-81.466936
Brunswick,GA,1981,31.136149,-81.466936
Brunswick,ME,1986,43.885835,-69.986266
Bryan,OH,1985,41.471479,-84.548731
Bryan,OH,1992,41.471479,-84.548731
Bryan,TX,1983,30.666518,-96.367649
Bryan,TX,1986,30.666518,-96.367649
Buckeye,AZ,1987,33.432902,-112.648180
Buffalo,NY,1987,42.892492,-78.859686
Buffalo,NY,1989,42.892492,-78.859686
Bullard,TX,1991,32.148717,-95.321804
Burbank,CA,1987,34.190079,-118.326405
Burbank,CA,1987,37.321073,-121.930457
Burbank,CA,1986,34.190079,-118.326405
Burbank,CA,1986,37.321073,-121.930457
Burlingame,CA,1983,37.589952,-122.363342
Butler,KY,1986,38.787476,-84.371242
Butler,PA,1980,40.861554,-79.896170
Camarillo,CA,1987,34.221983,-119.033072
Camden,SC,1986,34.255699,-80.608742
Canton,OH,1981,40.808552,-81.367116
Cape Coral,FL,1991,26.643192,-81.997364
Cape Girardeau,MO,1981,37.308664,-89.559239
Cape Girardeau,MO,1990,37.308664,-89.559239
Cape May,NJ,1989,38.941558,-74.900483
Carlisle,PA,1982,40.199993,-77.204145
Carmichael,CA,1982,38.634876,-121.324219
Carrollton,TX,1989,32.988360,-96.899770
Carson City,NV,1981,,
Cascade,IA,1990,42.301921,-91.004582
Castro Valley,CA,1987,37.709748,-122.062347
Cedar City,UT,1983,,
Cedar Rapids,IA,1990,41.967048,-91.677760
Cedar Rapids,IA,1985,41.967048,-91.677760
Centennial,CO,1991,39.590568,-104.869118
Centralia,IL,1983,38.522073,-89.123541
Centralia,WA,1983,46.723086,-122.969619
Centreville,IL,1980,38.569235,-90.122284
Chalmette,LA,1983,29.944015,-89.966005
Channelview,TX,1985,29.793023,-95.114482
Chapel Hill,TN,1987,35.628728,-86.694932
Chardon,OH,1981,41.579289,-81.209060
Charleston,SC,1988,32.817930,-79.958960
Charleston,SC,1981,32.817930,-79.958960
Charleston,SC,1991,32.817930,-79.958960
Charlotte,NC,1989,35.208707,-80.830739
Charlotte,NC,1990,35.208707,-80.830739
Charlotte,NC,1994,35.208707,-80.830739
Charlotte,NC,1987,35.208707,-80.830739
Charlotte,NC,1980,35.208707,-80.830739
Charlotte,NC,1991,35.208707,-80.830739
Chattanooga,TN,1980,35.064185,-85.248807
Chattanooga,TN,1986,35.064185,-85.248807
Chattanooga,TN,1987,35.064185,-85.248807
Chattanooga,TN,1981,35.064185,-85.248807
Chattanooga,TN,1981,35.064185,-85.248807
Chesapeake,VA,1991,36.679376,-76.301788
Chesapeake,VA,1989,36.679376,-76.301788
Chesterfield,MO,1986,38.657771,-90.580950
Cheverly,MD,1985,38.925931,-76.913468
Cheyenne,WY,1985,41.143657,-104.792833
Cheyenne,WY,1989,41.143657,-104.792833
Chicago,IL,1988,41.837551,-87.681844
Chicago,IL,1984,41.837551,-87.681844
Chicago,IL,1988,41.837551,-87.681844
Chicago,IL,1983,41.837551,-87.681844
Chicago,IL,1985,41.837551,-87.681844
Chickasha,OK,1990,35.040543,-97.947173
Chickasha,OK,1981,35.040543,-97.947173
Chico,CA,1982,39.755405,-121.818390
Childersburg,AL,1987,33.291877,-86.340599
Christiana,DE,1989,,
Chula Vista,CA,1980,32.627670,-117.015170
Chula Vista,CA,1983,32.627670,-117.015170
Chula Vista,CA,1984,32.627670,-117.015170
Cincinnati,OH,1985,39.140183,-84.505829
Cincinnati,OH,1990,39.140183,-84.505829
Cincinnati,OH,1987,39.140183,-84.505829
Cincinnati,OH,1987,39.140183,-84.505829
Cincinnati,OH,1984,39.140183,-84.505829
Cincinnati,OH,1990,39.140183,-84.505829
Cincinnati,OH,1986,39.140183,-84.505829
Cincinnati,OH,1984,39.140183,-84.505829
Cincinnati,OH,1987,39.140183,-84.505829
Clackamas,OR,1988,,
Clarks Summit,PA,1991,41.490237,-75.706509
Clay,NY,1989,,
Clearwater,FL,1980,27.980289,-82.768166
Clearwater,FL,1986,27.980289,-82.768166
Cleburne,TX,1986,32.359498,-97.417042
Clermont,FL,1988,28.558302,-81.764779
Cleveland,OH,1989,41.478462,-81.679435
Cleveland,OH,1985,41.478462,-81.679435
Cleveland,OH,1982,41.478462,-81.679435
Clifton,TX,1983,31.782037,-97.581879
Clifton,TX,1980,31.782037,-97.581879
Clinton,NC,1988,35.000430,-78.331540
Clovis,CA,1987,36.828955,-119.686594
Coatesville,PA,1988,39.985152,-75.819000
Coffee,AL,1981,,
Collegeville,PA,1990,40.186865,-75.457519
Collierville,TN,1988,35.048918,-89.697078
Collins,MS,1990,31.648272,-89.567581
Columbia,MO,1981,38.947290,-92.326387
Columbia,MO,1987,38.947290,-92.326387
Columbia,SC,1988,34.029783,-80.896566
Columbus,GA,1980,32.510197,-84.874946
Columbus,GA,1981,32.510197,-84.874946
Columbus,GA,1986,32.510197,-84.874946
Columbus,GA,1987,32.510197,-84.874946
Columbus,GA,1983,32.510197,-84.874946
Columbus,MS,1984,33.507964,-88.413552
Columbus,OH,1985,39.983938,-82.984882
Columbus,OH,1982,39.983938,-82.984882
Columbus,OH,1985,39.983938,-82.984882
Columbus,OH,1989,39.983938,-82.984882
Columbus,OH,1984,39.983938,-82.984882
Columbus,OH,1980,39.983938,-82.984882
Commerce,GA,1990,34.214298,-83.475713
Conroe,TX,1986,30.319973,-95.470128
Conroe,TX,1986,30.319973,-95.470128
Conroe,TX,1984,30.319973,-95.470128
Conyers,GA,1991,33.657219,-83.983484
Coral Springs,FL,1988,26.270722,-80.259301
Corona,CA,1982,33.862352,-117.563857
Corona,CA,1989,33.862352,-117.563857
Corpus Christi,TX,1983,27.754252,-97.173385
Corpus Christi,TX,1984,27.754252,-97.173385
Corpus Christi,TX,1986,27.754252,-97.173385
Corvallis,OR,1983,44.569949,-123.278285
Covington,KY,1984,39.035110,-84.519648
Covington,KY,1984,39.035110,-84.519648
Crosby,TX,1984,29.915154,-95.057681
Crossville,TN,1988,35.951539,-85.030587
Cumberland,MD,1985,39.650563,-78.758217
Cypress,CA,1987,33.818477,-118.038307
Dallas,TX,1983,32.793333,-96.766513
Dallas,TX,1986,32.793333,-96.766513
Dallas,TX,1984,32.793333,-96.766513
Dallas,TX,1988,32.793333,-96.766513
Dallas,TX,1981,32.793333,-96.766513
Dallas,TX,1986,32.793333,-96.766513
Dallas,TX,1983,32.793333,-96.766513
Dallas,TX,1987,32.793333,-96.766513
Dallas,TX,1982,32.793333,-96.766513
Dallas,TX,1988,32.793333,-96.766513
Dallas,TX,1987,32.793333,-96.766513
Dallas,TX,1982,32.793333,-96.766513
Dallas,TX,1980,32.793333,-96.766513
Dallas,TX,1984,32.793333,-96.766513
Dallas,TX,1988,32.793333,-96.766513
Dallas,TX,1982,32.793333,-96.766513
Dallas,TX,1988,32.793333,-96.766513
Dallas,TX,1985,32.793333,-96.766513
Dallas,TX,1983,32.793333,-96.766513
Dallas,TX,1989,32.793333,-96.766513
Dallas,TX,1983,32.793333,-96.766513
Dallas,TX,1983,32.793333,-96.766513
Dallas,TX,1988,32.793333,-96.766513
Dalton,GA,1984,34.769222,-84.970420
Danbury,CT,1990,41.398741,-73.478103
Davenport,IA,1982,41.554104,-90.603997
Davie,FL,1992,26.079142,-80.285028
Dayton,OH,1981,39.777394,-84.199632
DeLand,FL,1988,29.022505,-81.286488
Dearborn,MI,1987,42.313057,-83.211488
Deberry,TX,1989,,
Decatur,GA,1983,33.771455,-84.297857
Decatur,GA,1983,33.771455,-84.297857
Decatur,GA,1988,33.771455,-84.297857
Decatur,GA,1983,33.771455,-84.297857
Defiance,OH,1984,41.280990,-84.365835
Defiance,OH,1982,41.280990,-84.365835
Del City,OK,1991,,
Delray Beach,FL,1992,26.455903,-80.090420
Denton,TX,1985,33.216629,-97.141376
Denton,TX,1987,33.216629,-97.141376
Denton,TX,1991,33.216629,-97.141376
Denver,CO,1981,39.761842,-104.881222
Denver,CO,1983,39.761842,-104.881222
Denver,CO,1984,39.761842,-104.881222
Des Moines,IA,1981,41.572590,-93.610243
Des Moines,IA,1987,41.572590,-93.610243
Des Moines,IA,1982,41.572590,-93.610243
Deshler,OH,1987,41.207838,-83.905927
Detroit,MI,1991,42.383037,-83.102237
Detroit,MI,1986,42.383037,-83.102237
Diamond Bar,CA,1988,34.001573,-117.817601
Donelson,TN,1980,,
Donelson,TN,1989,,
Dos Palos,CA,1989,36.985428,-120.633843
Dothan,AL,1984,31.233698,-85.406823
Dothan,AL,1987,31.233698,-85.406823
Dothan,AL,1985,31.233698,-85.406823
Douglasville,GA,1983,33.738328,-84.707237
Dover,DE,1981,39.160602,-75.521659
Downey,CA,1986,33.938237,-118.130856
Downey,CA,1985,33.938237,-118.130856
Downey,CA,1981,33.938237,-118.130856
Dublin,GA,1982,32.535471,-82.928807
Duncanville,TX,1983,32.645950,-96.913870
Dunedin,FL,1982,28.025744,-82.815358
Dunedin,FL,1983,28.025744,-82.815358
Dunkirk,MD,1986,38.718193,-76.676782
Durham,NC,1985,35.981149,-78.902925
Durham,NC,1986,35.981149,-78.902925
Durham,NC,1982,35.981149,-78.902925
Durham,NH,1981,43.140141,-70.922452
East Chicago,IN,1980,41.650459,-87.451123
East Los Angeles,CA,1984,34.031506,-118.168567
East Point,GA,1988,33.672360,-84.474958
Edgewood,KY,1991,39.008725,-84.559880
Edina,MN,1987,44.891123,-93.359752
Edina,MN,1988,44.891123,-93.359752
Edinburg,TX,1987,26.318113,-98.161016
Edmonds,WA,1980,47.825493,-122.367469
Effingham,IL,1990,39.119750,-88.550896
Effingham,IL,1982,39.119750,-88.550896
El Cajon,CA,1989,32.801700,-116.960379
El Cajon,CA,1988,32.801700,-116.960379
El Dorado,AR,1983,33.217742,-92.664202
El Paso,TX,1981,31.848360,-106.426979
El Paso,TX,1984,31.848360,-106.426979
Elizabeth,NJ,1987,40.666367,-74.193503
Elizabeth,NJ,1983,40.666367,-74.193503
Elizabethtown,KY,1988,37.704338,-85.877039
Elkhart,IN,1988,41.691167,-85.965132
Englewood,CO,1981,39.646505,-104.994001
Erie,PA,1987,42.116594,-80.073503
Escondido,CA,1982,33.133053,-117.074043
Escondido,CA,1985,33.133053,-117.074043
Eureka,IL,1981,40.714045,-89.277016
Eustis,FL,1986,28.856414,-81.678350
Evans City,PA,1989,,
Evanston,IL,1987,42.046391,-87.694352
Evansville,IN,1988,37.987737,-87.534705
Evansville,IN,1983,37.987737,-87.534705
Evansville,IN,1983,37.987737,-87.534705
Evansville,IN,1990,37.987737,-87.534705
Evansville,IN,1982,37.987737,-87.534705
Everett,WA,1983,47.956561,-122.191358
Everett,WA,1989,47.956561,-122.191358
Evergreen,IL,1989,,
Evergreen Park,IL,1982,41.721275,-87.701334
Fairfax,VA,1981,38.853183,-77.299025
Fairfax,VA,1986,38.853183,-77.299025
Fairfax,VA,1982,38.853183,-77.299025
Fairfield,CA,1985,38.256757,-122.039719
Fairfield,CA,1985,38.256757,-122.039719
Fall River,MA,1984,41.725351,-71.094162
Fallbrook,CA,1980,33.374701,-117.221724
Fallbrook,CA,1988,33.374701,-117.221724
Falmouth,MA,1986,41.551391,-70.608849
Fargo,ND,1988,46.865389,-96.829027
Farmington,CT,1987,,
Farmington,MO,1986,37.782400,-90.429580
Farmington,NM,1985,36.756865,-108.179373
Fayetteville,AR,1981,36.071473,-94.166559
Fayetteville,AR,1985,36.071473,-94.166559
Federal Way,WA,1988,47.308837,-122.336104
Festus,MO,1990,38.219889,-90.409603
Flagstaff,AZ,1989,35.185212,-111.620698
Flemington,NJ,1983,40.508651,-74.860113
Flemington,NJ,1991,40.508651,-74.860113
Florissant,MO,1984,38.799725,-90.327076
Flowood,MS,1982,32.336142,-90.073040
Flushing,NY,1982,,
Fontana,CA,1983,34.108793,-117.462685
Fontana,CA,1985,34.108793,-117.462685
Fontana,CA,1982,34.108793,-117.462685
Fontana,CA,1987,34.108793,-117.462685
Fort Belvoir,VA,1989,38.713092,-77.144488
Fort Benning,GA,1982,,
Fort Collins,CO,1992,40.548216,-105.064833
Fort Knox,KY,1983,37.891641,-85.967151
Fort Lauderdale,FL,1980,26.141227,-80.146731
Fort Lauderdale,FL,1984,26.141227,-80.146731
Fort Lauderdale,FL,1987,26.141227,-80.146731
Fort Lauderdale,FL,1980,26.141227,-80.146731
Fort Lauderdale,FL,1991,26.141227,-80.146731
Fort Lauderdale,FL,1985,26.141227,-80.146731
Fort Lauderdale,FL,1982,26.141227,-80.146731
Fort Lauderdale,FL,1982,26.141227,-80.146731
Fort Lauderdale,FL,1981,26.141227,-80.146731
Fort Lauderdale,FL,1980,26.141227,-80.146731
Fort Lauderdale,FL,1989,26.141227,-80.146731
Fort Lauderdale,FL,1986,26.141227,-80.146731
Fort Lauderdale,FL,1985,26.141227,-80.146731
Fort Lauderdale,FL,1991,26.141227,-80.146731
Fort Meade,FL,1986,27.766046,-81.802738
Fort Myers,FL,1987,26.619681,-81.831725
Fort Myers,FL,1985,26.619681,-81.831725
Fort Myers,FL,1991,26.619681,-81.831725
Fort Myers,FL,1980,26.619681,-81.831725
Fort Scott,KS,1983,37.830598,-94.703504
Fort Smith,AR,1983,35.347267,-94.370026
Fort Smith,AR,1983,35.347267,-94.370026
Fort Stewart,GA,1988,31.871887,-81.610020
Fort Thomas,KY,1989,39.081974,-84.453172
Fort Walton Beach,FL,1989,30.424253,-86.619403
Fort Wayne,IN,1981,41.088173,-85.143880
Fort Wayne,IN,1990,41.088173,-85.143880
Fort Wayne,IN,1988,41.088173,-85.143880
Fort Worth,TX,1989,32.781518,-97.346746
Fort Worth,TX,1993,32.781518,-97.346746
Fort Worth,TX,1980,32.781518,-97.346746
Fort Worth,TX,1981,32.781518,-97.346746
Fort Worth,TX,1980,32.781518,-97.346746
Fort Worth,TX,1988,32.781518,-97.346746
Fort Worth,TX,1983,32.781518,-97.346746
Fort Worth,TX,1980,32.781518,-97.346746
Fort Worth,TX,1980,32.781518,-97.346746
Fort Worth,TX,1987,32.781518,-97.346746
Fountain,CO,1984,38.699580,-104.699758
Fountain Valley,CA,1985,33.710582,-117.951129
Fountain Valley,CA,1989,33.710582,-117.951129
Fountain Valley,CA,1980,33.710582,-117.951129
Framingham,MA,1983,42.307905,-71.436196
Framingham,MA,1985,42.307905,-71.436196
Franklin,PA,1987,40.341682,-78.884250
Franklin,PA,1987,41.383030,-79.832088
Franklin,TN,1988,35.921251,-86.852281
Fredericksburg,VA,1981,38.299272,-77.486658
Freehold,NJ,1986,40.260219,-74.275884
Freehold,NJ,1990,40.260219,-74.275884
Freehold,NJ,1989,40.260219,-74.275884
Freeport,IL,1983,42.289539,-89.635826
Freeport,TX,1981,28.940934,-95.357392
Freeport,TX,1981,28.940934,-95.357392
Fremont,CA,1982,37.494461,-121.941150
Fremont,NE,1980,41.441615,-96.489675
Fresno,CA,1987,36.783603,-119.793445
Fresno,CA,1984,36.783603,-119.793445
Fresno,CA,1983,36.783603,-119.793445
Fresno,CA,1981,36.783603,-119.793445
Fullerton,CA,1988,33.885714,-117.928025
Fullerton,CA,1983,33.885714,-117.928025
Fullerton,CA,1990,33.885714,-117.928025
Fullerton,CA,1987,33.885714,-117.928025
Fullerton,CA,1980,33.885714,-117.928025
Gainesville,FL,1990,29.678832,-82.346103
Gainesville,FL,1985,29.678832,-82.346103
Gainesville,FL,1987,29.678832,-82.346103
Gainesville,FL,1991,29.678832,-82.346103
Gainesville,GA,1982,34.289658,-83.829893
Galveston,TX,1985,29.183446,-94.969960
Gaston,GA,1992,,
Germantown,TN,1987,35.081957,-89.782584
Gilbert,AZ,1991,33.310345,-111.743121
Gilroy,CA,1982,37.006407,-121.585321
Glen Cove,NY,1983,40.883261,-73.644870
Glen Cove,NY,1983,40.883261,-73.644870
Glendale,AZ,1986,33.533111,-112.189901
Glendale,CA,1988,34.181393,-118.245830
Glendale,CA,1983,34.181393,-118.245830
Glendale,CA,1989,34.181393,-118.245830
Glendive,MT,1987,47.106474,-104.710855
Glenwood,IL,1986,41.540499,-87.610973
Goddard,KS,1989,37.671801,-97.559709
Goldsboro,NC,1981,35.378226,-77.971869
Goldsboro,NC,1985,35.378226,-77.971869
Goleta,CA,1988,34.434875,-119.857741
Goose Creek,SC,1986,32.991585,-80.006721
Goose Creek,SC,1986,32.991585,-80.006721
Grand Junction,CO,1987,39.089062,-108.567452
Grand Rapids,MI,1982,42.961156,-85.655570
Grand Rapids,MI,1984,42.961156,-85.655570
Grants Pass,OR,1992,42.434113,-123.333166
Great Falls,MT,1984,47.501439,-111.299975
Green Bay,WI,1983,44.520676,-87.984169
Green Bay,WI,1986,44.520676,-87.984169
Greenbrae,CA,1985,,
Greenbrae,CA,1982,,
Greenbrae,CA,1986,,
Greenfield,IN,1987,39.793283,-85.772548
Greensboro,NC,1980,36.096483,-79.827108
Greensboro,NC,1990,36.096483,-79.827108
Greensburg,IN,1990,39.351019,-85.501189
Greensburg,PA,1983,40.311251,-79.544399
Greenville,NC,1988,35.596431,-77.375256
Greenville,PA,1983,41.405075,-80.383812
Greenville,SC,1982,34.836902,-82.362997
Greenville,SC,1987,34.836902,-82.362997
Greenville,SC,1986,34.836902,-82.362997
Greenville,TX,1988,33.111903,-96.108445
Greenwich,CT,1982,41.025852,-73.630505
Greenwood,MS,1986,33.512460,-90.198963
Greenwood,MS,1982,33.512460,-90.198963
Greer,SC,1990,34.937353,-82.234848
Griffin,GA,1990,33.241252,-84.276676
Hackensack,NJ,1986,40.889398,-74.045698
Hagerstown,MD,1983,39.639785,-77.721470
Hahira,GA,1983,30.996480,-83.381462
Hallettsville,TX,1985,29.443127,-96.943292
Hammond,IN,1982,41.621638,-87.493810
Hammond,IN,1986,41.621638,-87.493810
Hammond,LA,1986,30.505650,-90.456493
Harbor City,CA,1991,,
Hardeeville,SC,1988,32.295080,-81.041613
Harrisburg,PA,1985,40.275891,-76.885020
Harrisonburg,VA,1985,38.431669,-78.876027
